feature_norm,feature_orig,Data Type,Combined_RI,Mean_log_effect,Mean_sd,Mean_sel,min_p_value,max_abs_effect,frailty_abs_coef,adr_abs_coef,readm_abs_coef,score_ri,score_logeff,score_p,score_frailty_abs_coef,score_adr_abs_coef,score_readm_abs_coef,score_max_abs_effect,feature_score
patient_id,patient_id,object,,,,,,,,,,,,,,,,,
birth_date,birth_date,object,,,,,,,,,,,,,,,,,
age,age,int64,,,,,0.001216722955359549,0.7451648153218877,0.6680508211489272,0.4010930373126557,0.01247763152661836,,,0.5219298245614035,0.9743589743589743,0.5128205128205128,0.5384615384615384,0.8157894736842105,0.6139001349527664
age_group,age_group,object,,,,,0.005603920800499598,0.2112180901671076,,,,,,0.36403508771929827,,,,0.16228070175438597,0.36403508771929827
gender,gender,object,,,,,,,,,,,,,,,,,
ethnicity,ethnicity,object,,,,,,,,,,,,,,,,,
education_level,education_level,object,,,,,,,,,,,,,,,,,
bmi_value,bmi_value,float64,0.0007562319893184564,0.01684947735317013,0.25,0.5,0.07194073209144197,0.1737283529405614,,,,0.23011363636363635,0.23011363636363635,0.1074561403508772,,,,0.09868421052631579,0.19506863750284806
bmi_value,bmi_value,float64,0.0007562319893184564,0.01684947735317013,0.25,0.5,0.07194073209144197,0.1737283529405614,,,,0.23011363636363635,0.23011363636363635,0.1074561403508772,,,,0.09868421052631579,0.19506863750284806
bmi_value,bmi_value,float64,0.0007562319893184564,0.01684947735317013,0.25,0.5,0.07194073209144197,0.1737283529405614,,,,0.23011363636363635,0.23011363636363635,0.1074561403508772,,,,0.09868421052631579,0.19506863750284806
bmi_value,bmi_value,float64,0.0007562319893184564,0.01684947735317013,0.25,0.5,0.07194073209144197,0.1737283529405614,,,,0.23011363636363635,0.23011363636363635,0.1074561403508772,,,,0.09868421052631579,0.19506863750284806
bmi_value,bmi_value,float64,0.0007562319893184564,0.01684947735317013,0.25,0.5,0.07194073209144197,0.1737283529405614,,,,0.23011363636363635,0.23011363636363635,0.1074561403508772,,,,0.09868421052631579,0.19506863750284806
bmi_value,bmi_value,float64,0.0007562319893184564,0.01684947735317013,0.25,0.5,0.07194073209144197,0.1737283529405614,,,,0.23011363636363635,0.23011363636363635,0.1074561403508772,,,,0.09868421052631579,0.19506863750284806
bmi_value,bmi_value,float64,0.0007562319893184564,0.01684947735317013,0.25,0.5,0.07194073209144197,0.1737283529405614,,,,0.23011363636363635,0.23011363636363635,0.1074561403508772,,,,0.09868421052631579,0.19506863750284806
bmi_value,bmi_value,float64,0.0007562319893184564,0.01684947735317013,0.25,0.5,0.07194073209144197,0.1737283529405614,,,,0.23011363636363635,0.23011363636363635,0.1074561403508772,,,,0.09868421052631579,0.19506863750284806
bmi_value,bmi_value,float64,0.0007562319893184564,0.01684947735317013,0.25,0.5,0.07194073209144197,0.1737283529405614,,,,0.23011363636363635,0.23011363636363635,0.1074561403508772,,,,0.09868421052631579,0.19506863750284806
bmi_value,bmi_value,float64,0.0007562319893184564,0.01684947735317013,0.25,0.5,0.07194073209144197,0.1737283529405614,,,,0.23011363636363635,0.23011363636363635,0.1074561403508772,,,,0.09868421052631579,0.19506863750284806
bmi_value,bmi_value,float64,0.0007562319893184564,0.01684947735317013,0.25,0.5,0.07194073209144197,0.1737283529405614,,,,0.23011363636363635,0.23011363636363635,0.1074561403508772,,,,0.09868421052631579,0.19506863750284806
bmi_value,bmi_value,float64,0.0007562319893184564,0.01684947735317013,0.25,0.5,0.07194073209144197,0.1737283529405614,,,,0.23011363636363635,0.23011363636363635,0.1074561403508772,,,,0.09868421052631579,0.19506863750284806
bmi_value,bmi_value,float64,0.0007562319893184564,0.01684947735317013,0.25,0.5,0.07194073209144197,0.1737283529405614,,,,0.23011363636363635,0.23011363636363635,0.1074561403508772,,,,0.09868421052631579,0.19506863750284806
bmi_value,bmi_value,float64,0.0007562319893184564,0.01684947735317013,0.25,0.5,0.07194073209144197,0.1737283529405614,,,,0.23011363636363635,0.23011363636363635,0.1074561403508772,,,,0.09868421052631579,0.19506863750284806
bmi_value,bmi_value,float64,0.0007562319893184564,0.01684947735317013,0.25,0.5,0.07194073209144197,0.1737283529405614,,,,0.23011363636363635,0.23011363636363635,0.1074561403508772,,,,0.09868421052631579,0.19506863750284806
bmi_value,bmi_value,float64,0.0007562319893184564,0.01684947735317013,0.25,0.5,0.07194073209144197,0.1737283529405614,,,,0.23011363636363635,0.23011363636363635,0.1074561403508772,,,,0.09868421052631579,0.19506863750284806
bmi_category,bmi_category,object,,,,,0.01927061454378043,0.2614231413568242,,,,,,0.32894736842105265,,,,0.25,0.32894736842105265
employment_status,employment_status,object,,,,,0.06175661594250154,0.2284152054846057,,,,,,0.14473684210526316,,,,0.2412280701754386,0.14473684210526316
alcohol_consumption,alcohol_consumption,object,,,,,0.08392619699676403,0.1966304475754964,,,,,,0.07017543859649122,,,,0.14035087719298245,0.07017543859649122
smoking_status_binary,smoking_status_binary,object,,,,,,,,,,,,,,,,,
smoking_status_detail,smoking_status_detail,object,,,,,,,,,,,,,,,,,
observation_start_date,observation_start_date,object,,,,,,,,,,,,,,,,,
